CallNo,RptNo,PRA,Beat,OffId,FromDateTime,ToDateTime,NatCall,Title,Location,AptNo,RunDate,RunDataBeginDate,RunDataEndDate,lon,lat,address
123561013,120074416,84,220,2541,12/21/2012 18:00,12/21/2012 21:41,BURAPT,BURGLARY--APARTMENT,2418 STREAMBED CT,2602,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.0641804,32.772931,"2418 streambed court, arlington, tx 76006, usa"
123561002,120074420,384,560,2445,12/21/2012 19:00,12/21/2012 20:00,BURAPT,BURGLARY--APARTMENT,1711 MILL HEIGHT DR,716,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.0838559,32.6821825,"1711 mill height drive, arlington, tx 76014, usa"
123580494,120074807,212,260,2725,12/22/2012 23:00,12/23/2012 14:00,BURAPT,BURGLARY--APARTMENT,1001 UTA BV,419B,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.119286,32.734539,"1001 uta boulevard, arlington, tx 76013, usa"
123590526,120074991,354,380,2655,12/24/2012 7:30,12/24/2012 19:15,BURAPT,BURGLARY--APARTMENT,1606 SADDLE CREEK CR,721,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.1364755,32.6873121,"1606 saddle creek circle, arlington, tx 76015, usa"
123620479,120075490,214,260,1430,12/22/2012 18:00,12/22/2012 22:30,BURAPT,BURGLARY--APARTMENT,201 E THIRD ST,102,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.1055768,32.7304976,"201 east 3rd street, arlington, tx 76010, usa"
130030322,130000381,41,240,2731,1/3/2013 12:23,,BURAPT,BURGLARY--APARTMENT,711 CYPRESS CHASE DR,128,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.1030046,32.7650997,"711 cypress chase drive, arlington, tx 76011, usa"
130160246,130002821,234,430,1587,1/15/2013 22:00,1/16/2013 10:14,BURAPT,BURGLARY--APARTMENT,432 W PARK ROW DR,432C,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.1112129,32.721085,"432 west park row drive, arlington, tx 76010, usa"
130210744,130003899,274,450,2485,1/21/2013 13:00,1/21/2013 22:00,BURAPT,BURGLARY--APARTMENT,2300 HENDERSON DR,617,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.069979,32.7065014,"2300 henderson drive, arlington, tx 76010, usa"
130260382,130004845,376,480,1920,1/19/2013 0:01,1/26/2013 11:20,BURAPT,BURGLARY--APARTMENT,2404 WINDSPRINT WY,1211,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.0664583,32.7019782,"2404 windsprint way, arlington, tx 76014, usa"
130260623,130004890,91,230,2556,1/24/2013 12:30,1/26/2013 16:40,BURAPT,BURGLARY--APARTMENT,2101 VERSAILLES DR,194,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.0726875,32.764534,"2101 versailles drive, arlington, tx 76006, usa"
130310003,130005854,234,430,2596,1/30/2013 13:00,1/30/2013 23:57,BURAPT,BURGLARY--APARTMENT,1611 S COOPER ST,228,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.1146516,32.7188222,"1611 south cooper street, arlington, tx 76010, usa"
130370374,130007081,267,450,2174,2/4/2013 10:00,2/6/2013 10:00,BURAPT,BURGLARY--APARTMENT,2019 CEDAR POINT DR,2040,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.0764299,32.712749,"2019 cedar point drive, arlington, tx 76010, usa"
130430663,130008311,59,220,1986,2/12/2013 17:00,,BURAPT,BURGLARY--APARTMENT,2672 VERANDAH LN,2113,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.0805396,32.7794429,"2672 verandah lane, arlington, tx 76006, usa"
130440229,130008406,84,220,2739,2/12/2013 23:30,2/13/2013 8:45,BURAPT,BURGLARY--APARTMENT,2401 HOLLOWRIDGE LN,1507,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.0672264,32.7706998,"2401 hollowridge lane, arlington, tx 76006, usa"
130560551,130010940,372,480,2322,2/25/2013 15:25,,BURAPT,BURGLARY--APARTMENT,2323 PEAR TREE LN,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.0749069,32.7054082,"2323 pear tree lane, arlington, tx 76014, usa"
T13000368,130900245,59,220,2198,2/12/2013 19:15,2/12/2013 19:30,BURAPT,BURGLARY--APARTMENT,2508 RUGER DR,93,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.0800751,32.7766161,"2508 ruger drive, arlington, tx 76006, usa"
121920108,120040492,18,210,2628,7/10/2012 2:51,,BURAPT,BURGLARY--APARTMENT,2709 LAWRENCE RD,153,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.0965329,32.7827508,"2709 lawrence road, arlington, tx 76006, usa"
122010776,120042540,119,330,1521,7/18/2012 6:15,7/18/2012 19:00,BURAPT,BURGLARY--APARTMENT,1600 PECAN CHASE CR,3,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.133191,32.749025,"1600 pecan chase circle, arlington, tx 76012, usa"
122030561,120042992,92,230,2460,7/21/2012 14:00,7/21/2012 23:15,BURAPT,BURGLARY--APARTMENT,1131 SILVERWOOD DR,192,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.0652336,32.764754,"1131 silverwood drive, arlington, tx 76006, usa"
122050610,120043437,313,370,2655,7/22/2012 22:00,7/23/2012 10:45,BURAPT,BURGLARY--APARTMENT,3016 FRANCISCAN DR,818,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.1176881,32.6951575,"3016 franciscan drive, arlington, tx 76015, usa"
122050707,120043450,320,460,2600,7/23/2012 11:00,7/23/2012 16:41,BURAPT,BURGLARY--APARTMENT,600 E ARKANSAS LN,6,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.103376,32.705445,"600 east arkansas lane, arlington, tx 76014, usa"
122060940,120043688,263,450,2485,7/24/2012 20:00,7/24/2012 21:30,BURAPT,BURGLARY--APARTMENT,1515 LATRIUM PL,B,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.0658951,32.7200528,"1515 latrium place, arlington, tx 76010, usa"
122120856,120044923,212,260,2734,7/30/2012 12:40,7/30/2012 18:00,BURAPT,BURGLARY--APARTMENT,1121 UTA BV,313C,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.1220254,32.7343267,"1121 uta boulevard, arlington, tx 76013, usa"
121380677,120028750,282,420,2600,5/17/2012 16:09,5/17/2012 16:15,BURAPT,BURGLARY--APARTMENT,3019 E PARK ROW DR,77,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.056532,32.7207375,"3019 east park row drive, arlington, tx 76010, usa"
121410676,120029458,119,330,2518,5/20/2012 17:00,5/20/2012 18:25,BURAPT,BURGLARY--APARTMENT,1608 PECAN CHASE CR,32,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.1332637,32.7494225,"1608 pecan chase circle, arlington, tx 76012, usa"
121430578,120029821,38,240,1842,5/21/2012 13:03,5/22/2012 14:30,BURAPT,BURGLARY--APARTMENT,755 TAFT DR,12-O,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.1013552,32.7682964,"755 taft drive, arlington, tx 76011, usa"
121460787,120030579,206,340,1521,4/29/2012 12:00,5/25/2012 16:00,BURAPT,BURGLARY--APARTMENT,1100 CASTLE GARDENS DR,325,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.1509753,32.7249608,"1100 castle gardens drive, arlington, tx 76013, usa"
121480302,120030950,263,450,1587,5/26/2012 10:40,5/27/2012 9:00,BURAPT,BURGLARY--APARTMENT,1557 LATRIUM PL,A,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.0652024,32.7199115,"1557 latrium place, arlington, tx 76010, usa"
121550115,120032523,62,220,2628,5/29/2012 17:10,6/3/2012 1:34,BURAPT,BURGLARY--APARTMENT,2815 FOREST HOLLOW LN,2919,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.0640634,32.7870116,"2815 forest hollow lane, arlington, tx 76006, usa"
121570111,120032939,384,560,2641,6/1/2012 1:00,6/5/2012 3:30,BURAPT,BURGLARY--APARTMENT,1504 NANDINA DR,732,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.0858346,32.6830048,"1504 nandina drive, arlington, tx 76014, usa"
121570349,120032980,222,340,2755,6/5/2012 10:45,,BURAPT,BURGLARY--APARTMENT,2105 PARK SPRINGS CR,1009,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.1687891,32.7125922,"2105 park springs boulevard, arlington, tx 76013, usa"
121630699,120034367,62,220,2541,6/11/2012 18:53,,BURAPT,BURGLARY--APARTMENT,2800 FOREST POINT DR,609,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.0628203,32.7868765,"2800 forest point drive, arlington, tx 76006, usa"
121650825,120034836,321,460,2748,6/13/2012 20:30,6/13/2012 21:40,BURAPT,BURGLARY--APARTMENT,2804 S COLLINS ST,902,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.0977723,32.697209,"2804 south collins street, arlington, tx 76014, usa"
121680821,120035496,122,250,2722,6/16/2012 17:30,6/16/2012 18:30,BURAPT,BURGLARY--APARTMENT,920 N OAK ST,106,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.109583,32.749545,"920 north oak street, arlington, tx 76011, usa"
121690098,120035564,312,370,1560,6/17/2012 1:36,,BURAPT,BURGLARY--APARTMENT,2415 MEDLIN DR,9,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.127294,32.704209,"2415 medlin drive, arlington, tx 76015, usa"
121720593,120036322,38,240,1430,6/20/2012 15:30,,BURAPT,BURGLARY--APARTMENT,700 WASHINGTON DR,1080,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.1051626,32.7697005,"700 washington drive, arlington, tx 76011, usa"
121720854,120036366,246,370,2747,6/20/2012 20:01,,BURAPT,BURGLARY--APARTMENT,1404 CHERRY DR,8,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.1291189,32.7080273,"1404 cherry drive, arlington, tx 76013, usa"
121740461,120036741,227,360,2595,6/22/2012 12:30,6/22/2012 12:45,BURAPT,BURGLARY--APARTMENT,717 GRAND CT,3,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.115128,32.7225329,"717 grand court, arlington, tx 76013, usa"
121790068,120037667,222,340,1807,6/27/2012 1:00,6/27/2012 1:30,BURAPT,BURGLARY--APARTMENT,3907 ICHABOD CR,220,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.1675499,32.710826,"3907 ichabod circle, arlington, tx 76013, usa"
121840466,120038864,284,420,2090,7/1/2012 20:00,7/2/2012 12:10,BURAPT,BURGLARY--APARTMENT,3035 AJ LN,94,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.0548318,32.7200152,"3035 aj lane, arlington, tx 76010, usa"
121951188,120041366,263,450,2632,7/13/2012 19:00,7/13/2012 23:15,BURAPT,BURGLARY--APARTMENT,1632 CARTER DR,A,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.0668719,32.7185333,"1632 carter drive, arlington, tx 76010, usa"
122000893,120042308,72,220,1986,7/18/2012 14:00,7/18/2012 17:00,BURAPT,BURGLARY--APARTMENT,2619 ALEXIS AV,42,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.0640171,32.7813435,"2619 alexis avenue, arlington, tx 76006, usa"
122080063,120043946,64,220,2725,7/26/2012 1:20,,BURAPT,BURGLARY--APARTMENT,2511 SUMMER TREE LN,2070,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.0927993,32.7755031,"2511 summer tree lane, arlington, tx 76011, usa"
122100393,120044441,258,450,1890,7/27/2012 23:00,7/28/2012 3:00,BURAPT,BURGLARY--APARTMENT,2501 AIRPORT CR,102,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.0631956,32.7213624,"2501 airport circle, arlington, tx 76010, usa"
122120140,120044759,132,330,2504,7/29/2012 2:40,,BURAPT,BURGLARY--APARTMENT,2001 WESLEY DR,B,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.141375,32.740871,"2001 wesley drive, arlington, tx 76012, usa"
122120736,120044869,62,220,1986,7/30/2012 9:00,7/30/2012 16:00,BURAPT,BURGLARY--APARTMENT,2923 FOREST HOLLOW LN,1915,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.0642471,32.7888879,"2923 forest hollow lane, arlington, tx 76006, usa"
122160554,120045777,30,240,2732,8/3/2012 15:19,,BURAPT,BURGLARY--APARTMENT,2209 LINCOLN GREEN DR,1506,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.1048312,32.7718558,"2209 lincoln green drive, arlington, tx 76011, usa"
122210813,120046802,89,230,2093,8/8/2012 7:00,8/8/2012 17:00,BURAPT,BURGLARY--APARTMENT,2007 SPRING MIST DR,321,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.0903643,32.7659417,"2007 spring mist drive, arlington, tx 76011, usa"
122231286,120047331,214,260,2521,8/10/2012 13:00,8/10/2012 21:54,BURAPT,BURGLARY--APARTMENT,111 E THIRD ST,211,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.106382,32.730859,"111 east 3rd street, arlington, tx 76010, usa"
122300562,120048729,191,280,2549,8/17/2012 10:20,8/17/2012 14:00,BURAPT,BURGLARY--APARTMENT,3501 E DIVISION ST,104,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.0471173,32.7399397,"3501 east division street, arlington, tx 76011, usa"
122380870,120050504,354,380,2651,8/25/2012 19:00,8/25/2012 20:19,BURAPT,BURGLARY--APARTMENT,3400 TIMBERWOOD CR,1127,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.1382257,32.6909268,"3400 timberwood circle, arlington, tx 76015, usa"
122400014,120050711,263,450,2485,8/27/2012 0:01,8/27/2012 0:12,BURAPT,BURGLARY--APARTMENT,1562 LATRIUM PL,A,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.0651215,32.7199388,"1562 latrium place, arlington, tx 76010, usa"
122400768,120050885,282,420,1257,8/27/2012 11:00,8/27/2012 16:00,BURAPT,BURGLARY--APARTMENT,3101 E PARK ROW DR,108,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.053684,32.722,"3101 east park row drive, arlington, tx 76010, usa"
122510518,120053125,214,260,767,9/5/2012 18:00,9/5/2012 23:59,BURAPT,BURGLARY--APARTMENT,811 S MESQUITE ST,3,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.1045708,32.728629,"811 south mesquite street, arlington, tx 76010, usa"
122620780,120055397,274,450,2652,9/18/2012 15:15,9/18/2012 19:16,BURAPT,BURGLARY--APARTMENT,2230 ELMWOOD DR,228,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.0667135,32.708179,"2230 elmwood drive, arlington, tx 76010, usa"
122630895,120055582,321,460,1727,9/19/2012 10:00,9/19/2012 18:00,BURAPT,BURGLARY--APARTMENT,3001 KINGSBRIDGE RD,3207,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.0397939,32.772311,"3001 kingsbridge street, grand prairie, tx 75050, usa"
122650144,120055859,273,480,1982,9/20/2012 22:00,9/21/2012 6:00,BURAPT,BURGLARY--APARTMENT,2256 SPRINGCREST DR,1108,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.0763069,32.7081075,"2256 springcrest drive, arlington, tx 76010, usa"
122721131,120057428,30,240,2524,9/28/2012 22:00,9/28/2012 22:15,BURAPT,BURGLARY--APARTMENT,2217 LINCOLN DR,411,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.1051257,32.7702257,"2217 lincoln drive, arlington, tx 76011, usa"
122830432,120059523,425A,530,1725,10/9/2012 10:50,,BURAPT,BURGLARY--APARTMENT,6003 ALTERSGATE LN,4103,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.1314621,32.6474298,"altersgate lane, arlington, tx 76001, usa"
122930570,120061669,354,380,2655,10/19/2012 11:00,10/19/2012 14:52,BURAPT,BURGLARY--APARTMENT,1718 BLUE DANUBE ST,2088,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.1355205,32.6914093,"1718 blue danube street, arlington, tx 76015, usa"
122970610,120062527,282,420,2757,10/21/2012 13:30,10/23/2012 17:00,BURAPT,BURGLARY--APARTMENT,1312 TIMBERLAKE DR,135,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.051673,32.7224249,"1312 timberlake drive, arlington, tx 76010, usa"
123060739,120064387,383,470,1727,11/1/2012 14:00,11/1/2012 16:00,BURAPT,BURGLARY--APARTMENT,2301 QUAIL RUN RD,2301,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.0690383,32.6850061,"2301 quail run road, arlington, tx 76014, usa"
123150796,120066207,155,270,2722,11/10/2012 10:00,11/10/2012 19:49,BURAPT,BURGLARY--APARTMENT,1250 ENCLAVE CR,1303,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.0910369,32.7505938,"1250 enclave circle, arlington, tx 76011, usa"
123190012,120066790,12,210,2553,11/13/2012 18:30,11/14/2012 0:00,BURAPT,BURGLARY--APARTMENT,709 CRESCENT DR,2136,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.1046189,32.7869928,"709 crescent drive, arlington, tx 76006, usa"
123280503,120068702,30,240,2732,11/23/2012 16:37,,BURAPT,BURGLARY--APARTMENT,2217 LINCOLN GREEN DR,406,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.104854,32.7718563,"2217 lincoln green drive, arlington, tx 76011, usa"
123300581,120069070,126,270,2699,11/25/2012 3:30,11/25/2012 13:30,BURAPT,BURGLARY--APARTMENT,715 E SANFORD ST,207,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.0993921,32.7427347,"715 east sanford street, arlington, tx 76011, usa"
123330128,120069532,316,460,1494,11/28/2012 1:00,11/28/2012 6:30,BURAPT,BURGLARY--APARTMENT,506 RITA LN,B,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.112508,32.6943119,"506 rita lane, arlington, tx 76014, usa"
123330496,120069634,72,220,1986,11/28/2012 13:16,11/28/2012 14:15,BURAPT,BURGLARY--APARTMENT,2508 WHISPER RIDGE LN,3607,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.0655078,32.7796298,"2508 whisper ridge lane, arlington, tx 76006, usa"
123360182,120070131,377,480,2752,11/30/2012 23:00,12/1/2012 3:20,BURAPT,BURGLARY--APARTMENT,3209 SWEETGUM TR,1715,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.0648956,32.6929518,"3209 sweetgum trail, arlington, tx 76014, usa"
123400971,120071123,248,430,1836,12/5/2012 21:30,12/5/2012 22:20,BURAPT,BURGLARY--APARTMENT,402 W PIONEER PW,D,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.1080656,32.735687,"arlington, tx, usa"
123430882,120071725,256,420,2557,12/8/2012 13:45,12/8/2012 19:15,BURAPT,BURGLARY--APARTMENT,205 MORGAN PL,111,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.0552239,32.7365034,"205 morgan plc, arlington, tx 76010, usa"
123530489,120073636,263,450,1494,12/18/2012 10:00,12/18/2012 13:00,BURAPT,BURGLARY--APARTMENT,1534 LATRIUM PL,A,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.0658244,32.7194824,"1534 latrium place, arlington, tx 76010, usa"
123540523,120073894,221,340,1991,12/19/2012 9:00,12/19/2012 15:30,BURAPT,BURGLARY--APARTMENT,4028 PARK SQUARE DR,102,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.1675581,32.7093108,"4028 park square drive, arlington, tx 76013, usa"
123570631,120074560,376,480,2573,12/22/2012 10:00,12/22/2012 16:30,BURAPT,BURGLARY--APARTMENT,2504 PARK VILLAGE DR,704,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.065847,32.703988,"2504 park village drive, arlington, tx 76014, usa"
123580647,120074815,38,240,2732,12/23/2012 14:30,12/23/2012 18:02,BURAPT,BURGLARY--APARTMENT,735 TAFT DR,7G,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.1024542,32.7681136,"735 taft drive, arlington, tx 76011, usa"
123660395,120076206,282,420,2529,12/31/2012 15:30,,BURAPT,BURGLARY--APARTMENT,1329 TIMBERLAKE DR,B,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.051638,32.7218648,"1329 timberlake drive, arlington, tx 76010, usa"
130020241,130000206,412,510,735,12/29/2012 16:00,1/2/2013 10:30,BURAPT,BURGLARY--APARTMENT,5720 S COOPER ST,514,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.1348893,32.6538867,"5720 south cooper street, arlington, tx 76017, usa"
130050187,130000774,38,240,2737,1/5/2013 1:00,1/5/2013 6:50,BURAPT,BURGLARY--APARTMENT,751 TAFT DR,11A,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.1014234,32.7682836,"751 taft drive, arlington, tx 76011, usa"
130080539,130001396,248,430,1693,1/8/2013 18:24,,BURAPT,BURGLARY--APARTMENT,618 W PIONEER PW,3,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.1080656,32.735687,"arlington, tx, usa"
130090384,130001559,40,240,2460,1/4/2013 8:00,1/7/2013 16:00,BURAPT,BURGLARY--APARTMENT,524 RIDINGS PL,226,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.1071222,32.7634951,"524 ridings place, arlington, tx 76011, usa"
130160452,130002874,263,450,1257,1/16/2013 11:00,1/16/2013 14:15,BURAPT,BURGLARY--APARTMENT,2314 SEMINOLE DR,1206,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.0693525,32.7137409,"2314 seminole drive, arlington, tx 76010, usa"
130240648,130004474,12,210,2760,1/24/2013 9:25,1/24/2013 15:10,BURAPT,BURGLARY--APARTMENT,703 TRINITY CR,2038,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.105318,32.7858756,"703 trinity circle, arlington, tx 76006, usa"
130250975,130004764,38,240,2523,1/25/2013 22:27,,BURAPT,BURGLARY--APARTMENT,2129 HENDRICKS DR,126,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.101829,32.7689838,"2129 hendricks drive, arlington, tx 76011, usa"
130280280,130005204,370,470,2174,1/28/2013 8:30,1/28/2013 9:30,BURAPT,BURGLARY--APARTMENT,1010 E ARKANSAS LN,188,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.095139,32.705277,"1010 east arkansas lane, arlington, tx 76014, usa"
130290603,130005573,72,220,2541,1/29/2013 7:35,1/29/2013 17:35,BURAPT,BURGLARY--APARTMENT,2512 BROOKLINE CT,322,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.0656002,32.7812991,"2512 brookline court, arlington, tx 76006, usa"
130310660,130006000,282,420,1257,1/31/2013 6:00,1/31/2013 16:15,BURAPT,BURGLARY--APARTMENT,1301 ELITE CR,159,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.0523517,32.7229641,"1301 elite circle, arlington, tx 76010, usa"
130330818,130006458,267,450,2633,2/2/2013 12:30,2/2/2013 18:30,BURAPT,BURGLARY--APARTMENT,2008 WILLOW POINT DR,2021,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.0744781,32.7133664,"2008 willow point drive, arlington, tx 76010, usa"
130340428,130006580,248,430,1587,2/2/2013 12:30,2/3/2013 12:30,BURAPT,BURGLARY--APARTMENT,232 W PIONEER PW,219,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.1080656,32.735687,"arlington, tx, usa"
130350132,130006691,321,460,1920,2/1/2013 18:30,2/4/2013 6:00,BURAPT,BURGLARY--APARTMENT,404 KNIGHTSBRIDGE RD,305,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.107132,32.695957,"knightsbridge road, arlington, tx 76014, usa"
130360388,130006907,377,480,2174,11/23/2012 8:00,11/28/2012 12:00,BURAPT,BURGLARY--APARTMENT,3201 SWEETGUM TR,1911,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.0642505,32.6935355,"3201 sweetgum trail, arlington, tx 76014, usa"
130390975,130007632,333,310,2057,2/8/2013 13:00,2/8/2013 18:00,BURAPT,BURGLARY--APARTMENT,3720 LITTLE RD,1218,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.1894271,32.6863903,"3720 little road, arlington, tx 76016, usa"
130420354,130008078,384,560,2028,2/8/2013 15:00,2/11/2013 11:00,BURAPT,BURGLARY--APARTMENT,3815 MILL HEIGHT DR,214,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.084358,32.682712,"3815 mill height drive, arlington, tx 76014, usa"
130501072,130009783,320,460,2087,2/19/2013 12:00,2/19/2013 20:30,BURAPT,BURGLARY--APARTMENT,600 E ARKANSAS LN,10,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.103376,32.705445,"600 east arkansas lane, arlington, tx 76014, usa"
130510448,130009897,267,450,2573,2/20/2013 15:01,,BURAPT,BURGLARY--APARTMENT,2014 CRAIG HANKING DR,2113,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.0766108,32.7137639,"2014 craig hanking drive, arlington, tx 76010, usa"
130530230,130010239,222,340,1924,2/22/2013 5:15,2/22/2013 9:30,BURAPT,BURGLARY--APARTMENT,2153 PARK SPRINGS CR,1133,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.1684342,32.7107813,"2153 park springs boulevard, arlington, tx 76013, usa"
130570528,130011160,207,360,1883,2/25/2013 22:00,2/26/2013 6:00,BURAPT,BURGLARY--APARTMENT,1809 WESTVIEW TE,S,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.1343176,32.7342105,"1809 westview terrace, arlington, tx 76013, usa"
130580459,130011395,30,240,2442,2/27/2013 4:30,2/27/2013 14:30,BURAPT,BURGLARY--APARTMENT,805 WOODARD WY,211,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.100082,32.7727289,"805 woodard way, arlington, tx 76011, usa"
121030479,120021040,136,260,2112,4/11/2012 23:20,4/12/2012 11:13,BURAPT,BURGLARY--APARTMENT,515 PRAIRIE ST,1,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.112397,32.740254,"515 prairie street, arlington, tx 76011, usa"
121040649,120021354,229,430,2694,4/13/2012 15:48,,BURAPT,BURGLARY--APARTMENT,808 THARP ST,222,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.098889,32.722535,"808 tharp street, arlington, tx 76010, usa"
